knowledge,issue_category,reference_url,knowledge_type
前置詞のイディオムの正しい用法は辞書や用法辞典を参照すること,['文法'],19900017394-ページ-27.pdf (Page 1),PDF文書
文末の前置詞は文法的に許容されるが、強調のために避けることが推奨される,['文法'],19900017394-ページ-27.pdf (Page 1),PDF文書
文末の前置詞を避けるために語順を不自然に変えることは避けること,['文法'],19900017394-ページ-27.pdf (Page 1),PDF文書
並列句では明確さや平行性のために必要な場合にのみ前置詞を繰り返すこと,['文法'],19900017394-ページ-27.pdf (Page 1),PDF文書
強調のために前置詞や冠詞を繰り返すことは許容されること,['文法'],19900017394-ページ-27.pdf (Page 1),PDF文書
時間帯の名称は小文字で記述すること（例：eastern standard time）,['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
"特定の時間帯名称は大文字で記述すること（例：Greenwich mean time, Pacific standard time）",['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
"地質学における地質時代の名称は大文字で記述すること（例：Upper Cambrian Period, Bronze Age）",['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
"地質学における土壌群の名称は大文字で記述すること（例：Laterite, Tundra）",['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
"天文学における天体の名称は大文字で記述すること（例：North Star, Halley's Comet, Venus, Earth）",['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
地球の地面を指す場合の「earth」は小文字で記述すること,['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
木星の衛星を指す場合の「moons」は小文字で記述すること,['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
生物学的分類名の階級に応じて大文字を使用すること（例：門Phylum、綱Class、目Order、科Family、属Genusは大文字）,['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
生物学的種名（species）は小文字で記述すること（例：canadensis）,['形式'],19900017394-ページ-101.pdf (Page 1),PDF文書
"コロンはthat is, for example, such asの後に使用しないこと",['文法'],19900017394-ページ-58.pdf (Page 1),PDF文書
コロンはリストの導入に使用し、リストの要素を強調することができること,"['文法', '段落構成']",19900017394-ページ-58.pdf (Page 1),PDF文書
コロンを使う場合、リストの導入句が名詞の同格であるときに使用すること,['文法'],19900017394-ページ-58.pdf (Page 1),PDF文書
リストの導入句にas followsまたはthe followingが含まれる場合、コロンを使用してリストを導入すること,['文法'],19900017394-ページ-58.pdf (Page 1),PDF文書
コロンは文の導入文を補強・拡張するリストの導入に使用すること,"['文法', '段落構成']",19900017394-ページ-58.pdf (Page 1),PDF文書
番号付きリストの番号は句読点の役割を持たず、リストの区切りに影響しないこと,['文法'],19900017394-ページ-58.pdf (Page 1),PDF文書
コロンは強い区切りを示すため、文法的に不適切な場所での使用を避けること,['文法'],19900017394-ページ-58.pdf (Page 1),PDF文書
コロンの誤用は強調の意図がある場合が多いため、強調を保つ正しい修正（例：箇条書き）を検討すること,"['文法', '段落構成']",19900017394-ページ-58.pdf (Page 1),PDF文書
相対代名詞の先行詞は人を指す場合はwhoまたはwhomを使用すること,['文法'],19900017394-ページ-14.pdf (Page 1),PDF文書
相対代名詞の先行詞が物の場合はwhichを使用すること,['文法'],19900017394-ページ-14.pdf (Page 1),PDF文書
相対代名詞thatは物を指し、稀に人を指す場合があること,['文法'],19900017394-ページ-14.pdf (Page 1),PDF文書
所有格の相対代名詞whoseは人または物の両方に使用可能であること,['文法'],19900017394-ページ-14.pdf (Page 1),PDF文書
物に対してwhoseを使うことがawkwardな場合はwhichの代わりにwhoseを使うことが推奨されること,['文法'],19900017394-ページ-14.pdf (Page 1),PDF文書
非制限用法の関係節にはwhichを使用し、節をカンマで囲むことが必須であること,"['文法', '段落構成']",19900017394-ページ-14.pdf (Page 1),PDF文書
制限用法の関係節にはwhichを使うことも可能だが、適切な句読点を用い制限用法の節はカンマで囲まないことが重要であること,"['文法', '段落構成']",19900017394-ページ-14.pdf (Page 1),PDF文書
文章中の代名詞の使用は曖昧さを避けるために具体的な名詞に置き換えることが望ましいこと,"['文法', '単語']",19900017394-ページ-14.pdf (Page 1),PDF文書
頭字語は常にすべて大文字で表記すること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
頭字語の定義文中では、頭字語の文字は固有名詞でない限り大文字にしないこと,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
頭字語の定義文中で固有名詞を表す場合は大文字を使用すること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
頭字語の構成文字をイタリック体で示す必要は通常ないこと,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
略語は一般に略された語の大文字・小文字の形に従うこと,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
タイトルや見出しで主要語が大文字の場合でも、通常の小文字の略語は小文字のままにすること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
単位の略語はタイトルや見出しでも小文字で表記すること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
固有名詞および固有形容詞は必ず大文字で表記すること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
固有名詞の定義は「特定の人名、地名、組織名、政治区分、暦の区分、歴史的出来事や祝日名」とすること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
固有名詞かどうか判断が難しい場合は辞書やスタイルマニュアルを参照すること,['形式'],19900017394-ページ-95.pdf (Page 1),PDF文書
略語の定義時には大文字を適切に使用すること,['形式'],19900017394-ページ-110.pdf (Page 1),PDF文書
略語は定義時に大文字で表記すること,['形式'],19900017394-ページ-110.pdf (Page 1),PDF文書
アクティブボイスとパッシブボイスの使い分けに注意すること,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
住所表記にはコンマを適切に使用すること,['形式'],19900017394-ページ-110.pdf (Page 1),PDF文書
形容詞の位置と用法に注意すること,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
冠詞の使用に注意し、主語と動詞の間に誤って挿入しないこと,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
比較級と最上級の正しい使い方を守ること,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
副詞の位置に注意し、誤った位置に置かないこと,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
and/orの使用時には動詞の単複数形に注意すること,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
先行詞の明確化に注意し、代名詞の曖昧さを避けること,['文法'],19900017394-ページ-110.pdf (Page 1),PDF文書
同格語句は制限的でない場合、カンマで囲むこと,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
制限的同格語句はカンマで囲まないこと,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
同格語句にカンマが含まれる場合、明確化のためダッシュ（emダッシュ）で囲むことを推奨,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
非制限的同格語句の前に'or'を用いる場合は必ずカンマで囲むこと,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
記号的同格語句は制限的・非制限的にかかわらず通常カンマを省略すること,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
非制限的記号的同格語句は著者または編集者の判断でカンマで囲むことができる,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
非制限的な挿入句（括弧句、修辞的副詞、対照的句、導入語など）はカンマで囲むことができる,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
修辞的副詞の位置と句読点は文の強調に影響を与えるため注意すること,['形式'],19900017394-ページ-67.pdf (Page 1),PDF文書
一般的な知識や信念を示す間接構文の使用は曖昧さを招くため、可能な限り個人代名詞を用いること,['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
"先行詞が明確でない場合、広範な指示代名詞（this, these, that, those）を名詞として使用することは避けること",['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
文の主語は明確かつ具体的であり、前の内容と関連付けられていることが望ましいこと,['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
動詞は文章の行動を表現する唯一の語であり、活力のある動詞を用いることで文章を簡潔かつ読みやすくすること,['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
動詞の行動性を弱める表現（受動態、動詞派生名詞など）は文章の力を弱めるため、可能な限り能動態の動詞を使用すること,['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
動詞が主語になることで弱い動詞に置き換わる場合は、動詞を主語にしない表現に改めること,['文法'],19900017394-ページ-38.pdf (Page 1),PDF文書
導入句の直後に動詞が続く場合、導入句の後にコンマを置かないこと,['文法'],19900017394-ページ-63.pdf (Page 1),PDF文書
導入句や節の後のコンマは、限定的な導入要素の前には置かないこと,['文法'],19900017394-ページ-63.pdf (Page 1),PDF文書
非限定的な導入要素の場合は、前後にコンマを置くことが適切であること,['文法'],19900017394-ページ-63.pdf (Page 1),PDF文書
連続する形容詞のうち、andで結べる場合はコンマで区切ること（座標形容詞の区別）,"['文法', '単語']",19900017394-ページ-63.pdf (Page 1),PDF文書
技術文書は簡潔で冗長性や不必要な詳細を排除すること,['段落構成'],19900017394-ページ-44.pdf (Page 1),PDF文書
簡潔さを追求する際に単語数を最小化しすぎて強調や意味を損なわないこと,['段落構成'],19900017394-ページ-44.pdf (Page 1),PDF文書
編集者は不要または冗長な単語を削除することを推奨,['段落構成'],19900017394-ページ-44.pdf (Page 1),PDF文書
冗長表現の例として同義反復（タウトロジー）は避けること,['文法'],19900017394-ページ-44.pdf (Page 1),PDF文書
「ac current 20 sec in duration」は「current」に簡略化すること,"['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
「close proximity」は「close」に簡略化すること,"['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
「in the range of 1 to 10」は「from 1 to 10」に置き換えること,"['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
"動詞の冗長表現を避け、より簡潔な動詞を使用すること（例：""are found to be in agreement""は""agree""に）","['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
"動詞の冗長表現例：""analyses were made""は""analyze""に置き換えること","['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
"動詞の冗長表現例：""make adjustments to""は""adjust""に置き換えること","['文法', '単語']",19900017394-ページ-44.pdf (Page 1),PDF文書
タイトルは米国式の大文字ルールに従うこと,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
要約は200語以内に制限すること,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
図のキャプションは図の下に配置すること,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
図は図の環境内で中央揃えにすることが推奨される,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
引用は著者名と発行年を記載すること,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
ページ番号は印刷しないこと,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
フォントサイズは10ポイントに設定すること,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
タイプ3フォントの使用は禁止されている,['形式'],19900017394-ページ-5.pdf (Page 1),PDF文書
強調のために文全体や長い文章をイタリック体にしないこと,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
イタリック体の多用は効果を減少させるため避けること,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
強調が文脈から明らかな場合はイタリック体を使わないこと,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
強調が必要な場合は文を再構成してより自然に表現することを検討すること,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
議論の重要用語や定義付きの専門用語は初出時にイタリック体にすること,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
新造語や非標準的な専門用語はイタリック体ではなく引用符で囲むことを推奨すること,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
単語をそのものとして示す場合はイタリック体にすること（例：単語自体を指す場合）,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
文字を文字として示す場合はイタリック体にすること（例：文字の名称や記号として）,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
形状を示す文字（例：V字尾、L字型）、文字の指定（例：ケースA、付録C）、図表の細分化（例：図1(a)、式(2c)）はイタリック体にしないこと,['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
"イタリック体の単語や文字の複数形はローマン体のsを付けること（例：and's, if's, i's）",['形式'],19900017394-ページ-77.pdf (Page 1),PDF文書
疑問文の終わりには疑問符（?）を使用すること,['形式'],19900017394-ページ-109.pdf (Page 1),PDF文書
"引用文や直接話法、区別が必要な語句は引用符（'' または "" ""）で囲むこと",['形式'],19900017394-ページ-109.pdf (Page 1),PDF文書
セミコロン（;）は、カンマでは区切れない並列節や長い列挙、説明的な句や省略節の区切りに使用すること,['形式'],19900017394-ページ-109.pdf (Page 1),PDF文書
スラッシュ（/）は、and/orの表記、分数（x/y）、単位のper（m/sec）、詩の引用に正しく使用すること,['形式'],19900017394-ページ-109.pdf (Page 1),PDF文書
図のキャプションやリストの項目などの要素の最初の文字は大文字で始めること（文頭スタイルの大文字化）,['形式'],19900017394-ページ-109.pdf (Page 1),PDF文書
固有名詞および固有形容詞は固有の意味で使用される場合に大文字で始めること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
独立した意味を持つ固有名詞の派生語は小文字で始めること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
固有形容詞と一般形容詞の区別は辞書を参考にしつつ、分野の慣習と著者の好みを優先すること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
固有名詞の中の普通名詞は固有名詞の一部として使われる場合に大文字で始めること、単独使用時は小文字とすること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
固有名詞の短縮形として一般的に認知されている普通名詞は大文字で始めること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
固有名詞の複数形は大文字で始めること,['文法'],19900017394-ページ-96.pdf (Page 1),PDF文書
ダッシュは文中の要素を区切るために使用すること,['形式'],19900017394-ページ-107.pdf (Page 1),PDF文書
エン・ダッシュは範囲や複合語の修飾語をつなぐために使用すること,['形式'],19900017394-ページ-107.pdf (Page 1),PDF文書
ハイフンは行末の単語の分割や接頭辞・接尾辞の結合、複合語の形成に使用すること,['形式'],19900017394-ページ-107.pdf (Page 1),PDF文書
全文字大文字（フルキャップス）は強調や特定の表現に用いること,['形式'],19900017394-ページ-107.pdf (Page 1),PDF文書
見出しスタイルの大文字化は主要な単語を大文字にすること（headline style capitalization）,['形式'],19900017394-ページ-107.pdf (Page 1),PDF文書
図のキャプションは文の完結に関わらずピリオドで終えること,['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
"単位の略語にはピリオドを付けないこと（例：ft, cm, NASA）",['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
単位の略語のうちインチ（in.）のみピリオドを付けること,['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
"単語の略語には混同を避けるためピリオドを付けること（例：fig., Co., no., Mr.）",['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
"小数点の前にピリオドを付けること（例：0.2, .68, 29.32）",['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
金額表記ではドルとセントの間にピリオドを用いること（例：$6.50）,['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
列挙番号の後にはピリオドを付けること（例：1. Optical rectification）,['形式'],19900017394-ページ-81.pdf (Page 1),PDF文書
研究中のモデルや試料の挙動は過去形で記述すること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
報告書の図表に示す結果は現在形で記述すること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
結果の発生理由の説明は現在形で記述すること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
結論節は通常過去形で記述し、普遍的な結論は現在形で記述すること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
要約は通常現在形で記述すること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
主動詞が現在形または未来形の場合、従属動詞は任意の時制を用いることができること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
主動詞が過去形の場合、従属動詞は過去形を用いること。ただし、従属節が普遍的真理または継続中の動作を表す場合は例外とすること,['文法'],19900017394-ページ-18.pdf (Page 1),PDF文書
文の先頭は大文字で始めること,['文法'],19900017394-ページ-9.pdf (Page 1),PDF文書
引用文の最初の単語は大文字で始めること,['文法'],19900017394-ページ-9.pdf (Page 1),PDF文書
疑問文の最初の単語は大文字で始めること,['文法'],19900017394-ページ-9.pdf (Page 1),PDF文書
箇条書きの各項目は文のスタイルに従い適切に大文字を使用すること,"['文法', '形式']",19900017394-ページ-9.pdf (Page 1),PDF文書
見出しはヘッドラインスタイルの大文字ルールに従うこと（主要単語を大文字にする）,"['文法', '形式']",19900017394-ページ-9.pdf (Page 1),PDF文書
頭字語（アクロニム）はすべて大文字で表記すること,['形式'],19900017394-ページ-9.pdf (Page 1),PDF文書
略語の大文字使用は一般的な慣例に従うこと,['形式'],19900017394-ページ-9.pdf (Page 1),PDF文書
固有名詞および形容詞は適切に大文字で始めること,"['文法', '形式']",19900017394-ページ-9.pdf (Page 1),PDF文書
人名および肩書きは大文字で始めること,"['文法', '形式']",19900017394-ページ-9.pdf (Page 1),PDF文書
地名は正確に大文字で表記すること,"['文法', '形式']",19900017394-ページ-9.pdf (Page 1),PDF文書
技術文書における文法、句読点、及び大文字使用の統一ルールの遵守,"['文法', '形式']",19900017394-ページ-1.pdf (Page 1),PDF文書
文書内の専門用語や技術用語の正確な文法的使用の徹底,"['文法', '単語']",19900017394-ページ-1.pdf (Page 1),PDF文書
句読点の適切な使用による文章の明瞭化と読みやすさの向上,"['文法', '形式']",19900017394-ページ-1.pdf (Page 1),PDF文書
タイトルや見出しにおける大文字使用の一貫性確保（例：米国式大文字ルールの適用）,['形式'],19900017394-ページ-1.pdf (Page 1),PDF文書
所有格の代名詞にアポストロフィは使用しないこと,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
代名詞は先行詞と数・性・人称が一致すること,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
代名詞の先行詞は明確に示すこと,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
代名詞の先行詞が不明瞭な場合は、文を修正して明確にすること,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
代名詞の先行詞が遠すぎる場合は、代名詞と先行詞の数が一致しない恐れがあるため修正すること,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
無生物名詞に対して所有格の'sを使うことは慣用的に許容される場合があるが、すべての無生物名詞に適用しないこと,['文法'],19900017394-ページ-12.pdf (Page 1),PDF文書
接頭辞と固有名詞または形容詞を結合する際にハイフンを使用すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
意味が誤解されやすい同形異義語にはハイフンを用いて区別すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
読み間違いや読みにくさを避けるためにハイフンを使用すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
母音が重複したり子音が三重になる場合はハイフンを用いること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
接頭辞co、de、pre、pro、reは母音が重複してもハイフンを使わず連結して表記すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
接頭辞をハイフンで区切られた複合語に付ける場合はハイフンを使用すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
接尾辞を単語に接続する際は原則としてハイフンを使わないこと,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
子音が三重になるのを避けるために接尾辞を接続する際はハイフンを使用すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
接尾辞likeを固有名詞に付ける場合はハイフンを使用すること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
複合語は辞書に掲載されている場合は固有の形（連結またはハイフン付き）を用い、一般的には一時的な複合語のハイフン使用は避けること,['形式'],19900017394-ページ-74.pdf (Page 1),PDF文書
数字や文字とともに用いられる普通名詞は大文字にしないこと,['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
公式名称の一部である場合のみ定冠詞theを大文字にすること,['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
"外国人名の前置詞（d', de, du, vonなど）は、名前や肩書きの前にない場合に大文字にすること",['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
"一般名詞として使われる個人名は大文字にしないこと（例：単位名のcurie, watt, newton, kelvin）",['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
摂氏、華氏、ランキン度の単位はdegreeとともに大文字で表記すること（degree Celsiusなど）,['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
個人名の前にある公的・職業的肩書きは大文字にすること（例：President Reagan）,['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
"個人名の後や同格で用いられる肩書きは大文字にしないこと（例：the chief scientist, Richard Barnwell）",['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
"個人名の後や代わりに用いられる公的・職業的肩書きは通常大文字にしないこと（例：Richard Petersen, director of Langley Research Center）",['形式'],19900017394-ページ-97.pdf (Page 1),PDF文書
技術文書ではほとんどの動詞を直説法で用いること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
命令、提案、推奨、要求を示す場合は接続法を用いること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
事実に反する条件や極めてありえない状況を示す場合に接続法を用いること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
接続法は著者が強い疑念を示したい場合にのみ使用すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
動詞の態は主語が動作を行うか受けるかを示すこと,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
文章は直接的で明確かつ自然なため、能動態の使用を推奨すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
受動態は動作者が重要でない、知られていない、または言及すべきでない場合に適切に使用すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
受動態は動作の受け手を強調したい場合に使用すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
受動態は能動態で文章が唐突になる場合に使用すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
受動態は能動態の文章に変化をつけたい場合に使用すること,['文法'],19900017394-ページ-19.pdf (Page 1),PDF文書
技術論文の文法、句読点、及び大文字使用は文脈に応じて適用すること,"['文法', '形式']",19900017394-ページ-4.pdf (Page 1),PDF文書
文法、句読点、大文字使用のルールは変化し、場合によっては破ることが許容されること,"['文法', '形式']",19900017394-ページ-4.pdf (Page 1),PDF文書
論文のスタイルは編集者の好みや伝統に基づくことが多く、一定のスタイルに従うことが推奨されること,['形式'],19900017394-ページ-4.pdf (Page 1),PDF文書
従属節内でthatの繰り返し禁止,['文法'],19900017394-ページ-31.pdf (Page 1),PDF文書
thatの後に挿入句がある場合、thatを繰り返さずに文を構成すること,['文法'],19900017394-ページ-31.pdf (Page 1),PDF文書
動名詞は単数動詞を伴うこと,['文法'],19900017394-ページ-31.pdf (Page 1),PDF文書
連結された動名詞主語が単一の過程を表す場合、単数動詞を用いること,['文法'],19900017394-ページ-31.pdf (Page 1),PDF文書
連結された動名詞や不定詞の前置詞は、過程を表す場合に繰り返さないことが推奨される,"['文法', '形式']",19900017394-ページ-31.pdf (Page 1),PDF文書
動詞の後に続く語が動名詞か不定詞かは慣用表現に依存すること,['文法'],19900017394-ページ-31.pdf (Page 1),PDF文書
文章は能動態で簡潔に表現すること,['文法'],19900017394-ページ-45.pdf (Page 1),PDF文書
曖昧な表現（hedging）は避け、断定的な表現を用いること,['文法'],19900017394-ページ-45.pdf (Page 1),PDF文書
不必要な強調表現（intensifiers）は使用しないこと,['文法'],19900017394-ページ-45.pdf (Page 1),PDF文書
冗長な言い回しや無意味なフレーズは削除し、簡潔に記述すること,['文法'],19900017394-ページ-45.pdf (Page 1),PDF文書
"曖昧な表現の代わりに明確な単語を使用すること（例：a majority of→most, due to the fact that→because）","['単語', '文法']",19900017394-ページ-45.pdf (Page 1),PDF文書
"引用文献の表現は簡潔にし、著者名と参照番号を用いること（例：Reference 1 showed that..., Hathwell (ref. 1) showed that ...）","['文法', '形式']",19900017394-ページ-45.pdf (Page 1),PDF文書
引用内の省略記号（省略点）が文末のピリオドに続く場合、次の文の最初の単語は大文字にできる,['文法'],19900017394-ページ-92.pdf (Page 1),PDF文書
直接疑問文の最初の単語は大文字にしても小文字にしてもよい,['文法'],19900017394-ページ-92.pdf (Page 1),PDF文書
間接疑問文の最初の単語は決して大文字にしない,['文法'],19900017394-ページ-92.pdf (Page 1),PDF文書
箇条書きの項目は、完全な文であってもなくても最初の単語を大文字にすることが推奨される,"['文法', '段落構成']",19900017394-ページ-92.pdf (Page 1),PDF文書
箇条書きが文中にある場合は、項目の最初の単語を大文字にしないこと,"['文法', '段落構成']",19900017394-ページ-92.pdf (Page 1),PDF文書
主語を明確にすること,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
動詞を力強くすること,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
主語と動詞の関係を改善すること,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
並列構造を適切に用いること,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
並列を要求する接続詞を正しく使うこと,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
箇条書きを適切に用いること,"['文法', '形式']",19900017394-ページ-7.pdf (Page 1),PDF文書
冗長な表現を避けて簡潔に記述すること,"['文法', '形式']",19900017394-ページ-7.pdf (Page 1),PDF文書
文章やタイトルを短くすること,"['文法', '形式']",19900017394-ページ-7.pdf (Page 1),PDF文書
形容詞と副詞の比較表現を正しく使うこと,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
曖昧な比較表現を避けること,['文法'],19900017394-ページ-7.pdf (Page 1),PDF文書
タイトルの単語は米国式大文字ルールに従うこと,['形式'],19900017394-ページ-111.pdf (Page 1),PDF文書
句読点の使用は文法的ルールに従い、特にコンマは独立節や修飾語の区切りに正しく配置すること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
コロンは完全な文の後や「以下の通り」などの表現の後に使用すること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
コンマは導入句や修飾節の後に必ず配置すること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
複合語のハイフンは語の意味を明確にするために適切に使用すること,['形式'],19900017394-ページ-111.pdf (Page 1),PDF文書
比較級の形容詞や修飾語は単位修飾語内で正しく使用すること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
非制限的修飾語や非制限的関係節にはコンマを用いて区切ること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
句読点は文章の意味を明確にするために適切に配置し、句読点の誤用（例：コンマスプライス）を避けること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
句読点の使用は文章の強調や意味の区切りに配慮し、クローズスタイルの句読点を適用すること,['文法'],19900017394-ページ-111.pdf (Page 1),PDF文書
固有名詞や国名、天体名などの単語は適切に大文字化すること,['形式'],19900017394-ページ-111.pdf (Page 1),PDF文書
ダッシュはタイトルとサブタイトルの区切りに使用すること,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
ダッシュはあいまいまたは未完の期間表記に使用すること（例：1974-）,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
セミコロン、コロン、疑問符、ピリオド、感嘆符はダッシュに優先し、ダッシュを置き換えること（カンマは除く）,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
"エンダッシュは連続または範囲を示す数字や日付の表記に使用すること（例：pp. 233-235, Oct. 1975-Jan. 1976）",['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
エンダッシュは「from ... to ...」や「between ... and ...」の表現には使用しないこと,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
エンダッシュは単位修飾語と二語またはハイフンでつながれた要素をつなぐために使用すること（例：New York-London flight）,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
すべて大文字のテキストではハイフンの代わりにエンダッシュを使用すること,['形式'],19900017394-ページ-72.pdf (Page 1),PDF文書
代名詞の先行詞は明確かつ適切に設定し、代名詞と先行詞の一致を確認すること,['文法'],19900017394-ページ-13.pdf (Page 1),PDF文書
